ID,CrimeCode,Description,Weapon,Incidents
10115,6E,O,OTHER,1
10116,9S,I,FIREARM,1
10117,6G,I,OTHER,1
10118,3B,I,OTHER,1
10119,6D,O,OTHER,1
10120,6D,O,OTHER,1
10121,6G,I,OTHER,1
10122,3AK,O,KNIFE,1
10123,6D,,OTHER,1
10124,7A,O,OTHER,1
10125,4E,O,HANDS,1
10126,6C,I,OTHER,1
10127,3AF,I,FIREARM,1
10128,4C,O,OTHER,1
10129,4C,O,OTHER,1
10130,6A,I,OTHER,1
10131,6D,O,OTHER,1
10132,5A,I,OTHER,1
10133,7A,O,OTHER,1
10134,4E,I,HANDS,1
10135,5F,I,OTHER,1
10136,4E,I,HANDS,1
10137,7A,O,OTHER,1
10138,7A,O,OTHER,1
10139,6E,O,OTHER,1
10140,4E,I,HANDS,1
10141,4E,I,HANDS,1
10142,4E,I,HANDS,1
10143,6D,O,OTHER,1
10144,6E,O,OTHER,1
10145,7A,O,OTHER,1
10146,6E,O,OTHER,1
10147,4E,O,HANDS,1
10148,5A,I,OTHER,1
10149,3AJF,I,FIREARM,1
10150,4E,O,HANDS,1
10151,7A,O,OTHER,1
10152,4B,I,KNIFE,1
10153,4E,I,HANDS,1
10154,6D,O,OTHER,1
10155,4B,I,KNIFE,1
10156,3AF,I,FIREARM,1
10157,4C,O,OTHER,1
10158,7A,O,OTHER,1
10159,6D,O,OTHER,1
10160,7A,O,OTHER,1
10161,6G,I,OTHER,1
10162,6G,O,OTHER,1
10163,6D,O,OTHER,1
10164,7A,O,OTHER,1
10165,6G,I,OTHER,1
10166,6J,O,OTHER,1
10167,6G,I,OTHER,1
10168,6G,I,OTHER,1
10169,5A,I,OTHER,1
10170,6J,I,OTHER,1
10171,5A,I,OTHER,1
10172,4D,I,HANDS,1
10173,7A,O,OTHER,1
10174,6D,O,OTHER,1
10175,6E,O,OTHER,1
10176,5D,I,OTHER,1
10177,6J,O,OTHER,1
10178,4C,O,OTHER,1
10179,6D,O,OTHER,1
10180,6G,I,OTHER,1
10181,7A,O,OTHER,1
10182,5A,I,OTHER,1
10183,7A,O,OTHER,1
10184,5D,I,OTHER,1
10185,4C,I,OTHER,1
10186,3B,O,OTHER,1
10187,6C,I,OTHER,1
10188,6A,I,OTHER,1
10189,6D,,OTHER,1
10190,4C,I,OTHER,1
10191,6D,O,OTHER,1
10192,5A,I,OTHER,1
10193,4E,I,HANDS,1
10194,3AF,O,FIREARM,1
10195,6D,O,OTHER,1
10196,6J,O,OTHER,1
10197,4E,O,HANDS,1
10198,4F,I,OTHER,1
10199,6G,I,OTHER,1
10200,6E,O,OTHER,1
10201,6C,I,OTHER,1
10202,7A,O,OTHER,1
10203,4E,I,HANDS,1
10204,6E,O,OTHER,1
10205,6C,I,OTHER,1
10206,4E,I,HANDS,1
10207,6G,I,OTHER,1
10208,6G,I,OTHER,1
10209,6E,O,OTHER,1
10210,6C,I,OTHER,1
10211,4C,I,OTHER,1
10212,6E,O,OTHER,1
10213,6E,O,OTHER,1
10214,4E,,HANDS,1
10215,4E,I,HANDS,1
10216,4E,I,HANDS,1
10217,4B,I,KNIFE,1
10218,4B,I,KNIFE,1
10219,6G,I,OTHER,1
10220,6E,O,OTHER,1
10221,4E,I,HANDS,1
10222,5A,I,OTHER,1
10223,5D,I,OTHER,1
10224,6D,O,OTHER,1
10225,5A,I,OTHER,1
10226,6D,O,OTHER,1
10227,4E,O,HANDS,1
10228,6B,O,OTHER,1
10229,6E,O,OTHER,1
10230,6E,O,OTHER,1
10231,6J,I,OTHER,1
10232,6D,O,OTHER,1
10233,6C,I,OTHER,1
10234,6D,O,OTHER,1
10235,4B,I,KNIFE,1
10236,4E,I,HANDS,1
10237,6G,O,OTHER,1
10238,6D,O,OTHER,1
10239,5A,I,OTHER,1
10240,6J,O,OTHER,1
10241,6G,I,OTHER,1
10242,4C,I,OTHER,1
10243,6C,I,OTHER,1
10244,5A,I,OTHER,1
10245,6E,O,OTHER,1
10246,6D,O,OTHER,1
10247,4C,O,OTHER,1
10248,3AF,O,FIREARM,1
10249,4B,I,KNIFE,1
10250,3AK,I,KNIFE,1
10251,7C,O,OTHER,1
10252,4E,I,HANDS,1
10253,4E,O,HANDS,1
10254,4C,I,OTHER,1
10255,4E,I,HANDS,1
10256,3B,O,OTHER,1
10257,6D,O,OTHER,1
10258,6E,O,OTHER,1
10259,5F,I,OTHER,1
10260,4C,I,OTHER,1
10261,3B,O,OTHER,1
10262,7A,O,OTHER,1
10263,6G,I,OTHER,1
10264,4C,O,OTHER,1
10265,4E,I,HANDS,1
10266,4D,O,HANDS,1
10267,4E,I,HANDS,1
10268,6D,O,OTHER,1
10269,4B,I,KNIFE,1
10270,6D,O,OTHER,1
10271,3AF,O,FIREARM,1
10272,6D,O,OTHER,1
10273,6E,O,OTHER,1
10274,6G,I,OTHER,1
10275,4A,O,FIREARM,1
10276,3AF,O,FIREARM,1
10277,3AK,O,KNIFE,1
10278,9S,O,FIREARM,1
10279,6D,O,OTHER,1
10280,6F,I,OTHER,1
10281,6D,O,OTHER,1
10282,4E,I,HANDS,1
10283,7A,O,OTHER,1
10284,7A,O,OTHER,1
10285,4E,I,HANDS,1
10286,5D,I,OTHER,1
10287,7A,O,OTHER,1
10288,1F,O,FIREARM,1
10289,6D,O,OTHER,1
10290,5D,I,OTHER,1
10291,5B,I,OTHER,1
10292,6J,O,OTHER,1
10293,7A,O,OTHER,1
10294,6G,I,OTHER,1
10295,5C,I,OTHER,1
10296,6D,O,OTHER,1
10297,3JF,I,FIREARM,1
10298,5A,I,OTHER,1
10299,4E,I,HANDS,1
10300,7A,O,OTHER,1
10301,6J,O,OTHER,1
10302,6E,O,OTHER,1
10303,4E,I,HANDS,1
10304,4E,O,HANDS,1
10305,6E,I,OTHER,1
10306,4E,I,HANDS,1
10307,5C,I,OTHER,1
10308,5B,I,OTHER,1
10309,5A,I,OTHER,1
10310,6F,I,OTHER,1
10311,6D,O,OTHER,1
10312,4E,I,HANDS,1
10313,3AF,O,FIREARM,1
10314,6D,I,OTHER,1
10315,6D,I,OTHER,1
10316,6D,I,OTHER,1
10317,4F,O,OTHER,1
10318,6D,I,OTHER,1
10319,6E,O,OTHER,1
10320,6C,I,OTHER,1
10321,4E,I,HANDS,1
10322,6J,O,OTHER,1
10323,6J,O,OTHER,1
10324,4C,I,OTHER,1
10325,5A,I,OTHER,1
10326,5B,I,OTHER,1
10327,4E,O,HANDS,1
10328,4A,O,FIREARM,1
10329,9S,O,FIREARM,1
10330,3BJ,O,OTHER,1
10331,6D,O,OTHER,1
10332,6D,O,OTHER,1
10333,6E,O,OTHER,1
10334,4E,I,HANDS,1
10335,6G,I,OTHER,1
10336,6E,O,OTHER,1
10337,5D,I,OTHER,1
10338,4B,I,KNIFE,1
10339,6D,O,OTHER,1
10340,4C,O,OTHER,1
10341,4E,O,HANDS,1
10342,4E,O,HANDS,1
10343,3AF,O,FIREARM,1
10344,6E,O,OTHER,1
10345,4F,I,OTHER,1
10346,4C,O,OTHER,1
10347,5A,I,OTHER,1
10348,4E,O,HANDS,1
10349,6J,O,OTHER,1
10350,6D,O,OTHER,1
10351,7A,O,OTHER,1
10352,4B,O,KNIFE,1
10353,6D,O,OTHER,1
10354,6J,O,OTHER,1
10355,6E,O,OTHER,1
10356,6E,O,OTHER,1
10357,3B,O,OTHER,1
10358,3CF,O,FIREARM,1
10359,6D,O,OTHER,1
10360,3AF,O,FIREARM,1
10361,4D,O,HANDS,1
10362,4E,O,HANDS,1
10363,6G,I,OTHER,1
10364,4E,I,HANDS,1
10365,7A,O,OTHER,1
10366,6D,O,OTHER,1
10367,3AF,O,FIREARM,1
10368,5B,I,OTHER,1
10369,5A,I,OTHER,1
10370,4C,I,OTHER,1
10371,1F,O,FIREARM,1
10372,4E,I,HANDS,1
10373,7A,O,OTHER,1
10374,6D,O,OTHER,1
10375,6D,O,OTHER,1
10376,6C,I,OTHER,1
10377,6D,O,OTHER,1
10378,6E,O,OTHER,1
10379,6D,O,OTHER,1
10380,4A,O,FIREARM,1
10381,3AF,O,FIREARM,1
10382,3AF,O,FIREARM,1
10383,6E,I,OTHER,1
10384,4B,O,KNIFE,1
10385,4E,I,HANDS,1
10386,5A,I,OTHER,1
10387,6C,I,OTHER,1
10388,4E,I,HANDS,1
10389,5A,I,OTHER,1
10390,5A,I,OTHER,1
10391,4C,I,OTHER,1
10392,3GK,I,KNIFE,1
10393,6G,I,OTHER,1
10394,3B,O,OTHER,1
10395,3B,O,OTHER,1
10396,5A,I,OTHER,1
10397,7A,O,OTHER,1
10398,4E,I,HANDS,1
10399,3B,O,OTHER,1
10400,4E,I,HANDS,1
10401,4E,I,HANDS,1
10402,4E,I,HANDS,1
10403,5A,I,OTHER,1
10404,5A,I,OTHER,1
10405,4E,I,HANDS,1
10406,3B,O,OTHER,1
10407,6D,O,OTHER,1
10408,5D,I,OTHER,1
10409,3AJO,O,OTHER,1
10410,6E,O,OTHER,1
10411,5A,I,OTHER,1
10412,7A,O,OTHER,1
10413,7A,O,OTHER,1
10414,5A,I,OTHER,1
10415,7A,O,OTHER,1
10416,6D,O,OTHER,1
10417,6D,O,OTHER,1
10418,7A,O,OTHER,1
10419,4E,O,HANDS,1
10420,6F,O,OTHER,1
10421,3CF,I,FIREARM,1
10422,6C,I,OTHER,1
10423,6G,I,OTHER,1
10424,6J,I,OTHER,1
10425,4F,O,OTHER,1
10426,6D,O,OTHER,1
10427,4E,I,HANDS,1
10428,7A,O,OTHER,1
10429,2A,I,OTHER,1
10430,7A,O,OTHER,1
10431,6D,O,OTHER,1
10432,6J,O,OTHER,1
10433,6D,O,OTHER,1
10434,7A,O,OTHER,1
10435,6G,O,OTHER,1
10436,4C,O,OTHER,1
10437,9S,O,FIREARM,1
10438,6D,O,OTHER,1
10439,6D,O,OTHER,1
10440,6G,I,OTHER,1
10441,4A,O,FIREARM,1
10442,6J,O,OTHER,1
10443,5A,I,OTHER,1
10444,5A,I,OTHER,1
10445,6E,O,OTHER,1
10446,6J,O,OTHER,1
10447,3AO,O,OTHER,1
10448,3AF,O,FIREARM,1
10449,3AF,O,FIREARM,1
10450,6F,O,OTHER,1
10451,6D,O,OTHER,1
10452,6J,O,OTHER,1
10453,3P,I,OTHER,1
10454,6D,O,OTHER,1
10455,4E,O,HANDS,1
10456,4E,O,HANDS,1
10457,4E,O,HANDS,1
10458,4E,I,HANDS,1
10459,6D,O,OTHER,1
10460,6D,O,OTHER,1
10461,5A,I,OTHER,1
10462,6C,I,OTHER,1
10463,5A,I,OTHER,1
10464,6D,O,OTHER,1
10465,6D,O,OTHER,1
10466,6J,O,OTHER,1
10467,4C,O,OTHER,1
10468,7A,O,OTHER,1
10469,4E,I,HANDS,1
10470,6D,O,OTHER,1
10471,4E,O,HANDS,1
10472,6D,O,OTHER,1
10473,3CF,I,FIREARM,1
10474,3CF,I,FIREARM,1
10475,7A,O,OTHER,1
10476,4E,I,HANDS,1
10477,5D,I,OTHER,1
10478,3AO,O,OTHER,1
10479,6D,O,OTHER,1
10480,6D,O,OTHER,1
10481,6G,I,OTHER,1
10482,2B,O,OTHER,1
10483,3CF,I,FIREARM,1
10484,4E,O,HANDS,1
10485,6C,I,OTHER,1
10486,6D,I,OTHER,1
10487,7A,O,OTHER,1
10488,7A,O,OTHER,1
10489,3AF,O,FIREARM,1
10490,4B,I,KNIFE,1
10491,6E,O,OTHER,1
10492,8H,O,OTHER,1
10493,6D,O,OTHER,1
10494,3CF,I,FIREARM,1
10495,7A,O,OTHER,1
10496,4B,O,KNIFE,1
10497,3B,O,OTHER,1
10498,4A,I,FIREARM,1
10499,7A,O,OTHER,1
10500,6E,O,OTHER,1
10501,7A,O,OTHER,1
10502,6D,O,OTHER,1
10503,6E,O,OTHER,1
10504,6G,I,OTHER,1
10505,3AF,O,FIREARM,1
10506,4A,I,FIREARM,1
10507,7A,O,OTHER,1
10508,6E,O,OTHER,1
10509,7A,O,OTHER,1
10510,5A,I,OTHER,1
10511,6D,O,OTHER,1
10512,4E,O,HANDS,1
10513,4E,I,HANDS,1
10514,3JF,I,FIREARM,1
10515,3JF,I,FIREARM,1
10516,6D,O,OTHER,1
10517,5D,I,OTHER,1
10518,4A,O,FIREARM,1
10519,5A,I,OTHER,1
10520,5F,I,OTHER,1
10521,3AO,O,OTHER,1
10522,6D,O,OTHER,1
10523,5D,I,OTHER,1
10524,6D,O,OTHER,1
10525,7A,O,OTHER,1
10526,7A,O,OTHER,1
10527,6E,O,OTHER,1
10528,6J,I,OTHER,1
10529,4C,I,OTHER,1
10530,4E,I,HANDS,1
10531,4B,I,KNIFE,1
10532,6D,O,OTHER,1
10533,5A,I,OTHER,1
10534,4A,O,FIREARM,1
10535,9S,O,FIREARM,1
10536,4E,I,HANDS,1
10537,6J,I,OTHER,1
10538,4F,I,OTHER,1
10539,5D,I,OTHER,1
10540,5D,I,OTHER,1
10541,5B,I,OTHER,1
10542,6G,I,OTHER,1
10543,4E,I,HANDS,1
10544,6J,I,OTHER,1
10545,6G,I,OTHER,1
10546,6E,O,OTHER,1
10547,5A,I,OTHER,1
10548,3B,O,OTHER,1
10549,4D,I,HANDS,1
10550,4E,O,HANDS,1
10551,6G,I,OTHER,1
10552,5C,I,OTHER,1
10553,6J,I,OTHER,1
10554,5A,I,OTHER,1
10555,6D,O,OTHER,1
10556,6J,I,OTHER,1
10557,6C,I,OTHER,1
10558,6D,I,OTHER,1
10559,2A,O,OTHER,1
10560,6F,I,OTHER,1
10561,4E,I,HANDS,1
10562,6D,O,OTHER,1
10563,4E,I,HANDS,1
10564,4E,O,HANDS,1
10565,6C,I,OTHER,1
10566,6G,I,OTHER,1
10567,6E,O,OTHER,1
10568,5A,I,OTHER,1
10569,6C,I,OTHER,1
10570,6C,I,OTHER,1
10571,6C,I,OTHER,1
10572,6C,I,OTHER,1
10573,6J,I,OTHER,1
10574,4B,O,KNIFE,1
10575,5A,I,OTHER,1
10576,6F,O,OTHER,1
10577,7A,O,OTHER,1
10578,6E,O,OTHER,1
10579,1F,O,FIREARM,1
10580,6D,O,OTHER,1
10581,6D,O,OTHER,1
10582,6D,O,OTHER,1
10583,4E,I,HANDS,1
10584,4E,I,HANDS,1
10585,5A,I,OTHER,1
10586,5D,I,OTHER,1
10587,4E,I,HANDS,1
10588,3AF,O,FIREARM,1
10589,6J,O,OTHER,1
10590,5C,I,OTHER,1
10591,6C,I,OTHER,1
10592,3NF,I,FIREARM,1
10593,6E,O,OTHER,1
10594,6D,O,OTHER,1
10595,4E,O,HANDS,1
10596,4E,O,HANDS,1
10597,5A,I,OTHER,1
10598,7A,O,OTHER,1
10599,6D,O,OTHER,1
10600,7C,O,OTHER,1
10601,4C,I,OTHER,1
10602,6D,I,OTHER,1
10603,6D,O,OTHER,1
10604,9S,O,FIREARM,1
10605,3B,O,OTHER,1
10606,6G,I,OTHER,1
10607,5D,I,OTHER,1
10608,6D,O,OTHER,1
10609,3AJF,O,FIREARM,1
10610,4C,O,OTHER,1
10611,8H,O,OTHER,1
10612,4A,O,FIREARM,1
10613,4E,I,HANDS,1
10614,6E,O,OTHER,1
10615,6G,I,OTHER,1
10616,5D,I,OTHER,1
10617,7A,O,OTHER,1
10618,6D,O,OTHER,1
10619,3D,I,OTHER,1
10620,6J,O,OTHER,1
10621,3K,I,OTHER,1
10622,4E,O,HANDS,1
10623,4E,I,HANDS,1
10624,7A,O,OTHER,1
10625,8H,O,OTHER,1
10626,7C,O,OTHER,1
10627,6D,O,OTHER,1
10628,3AF,O,FIREARM,1
10629,3AF,O,FIREARM,1
10630,4C,I,OTHER,1
10631,6J,O,OTHER,1
10632,6E,O,OTHER,1
10633,4D,O,HANDS,1
10634,6J,I,OTHER,1
10635,6E,I,OTHER,1
10636,6J,I,OTHER,1
10637,5A,I,OTHER,1
10638,4E,O,HANDS,1
10639,6E,O,OTHER,1
10640,4A,O,FIREARM,1
10641,5D,I,OTHER,1
10642,5A,I,OTHER,1
10643,6C,I,OTHER,1
10644,5B,I,OTHER,1
10645,5A,I,OTHER,1
10646,6C,I,OTHER,1
10647,6D,O,OTHER,1
10648,6D,O,OTHER,1
10649,6G,I,OTHER,1
10650,3K,I,OTHER,1
10651,6J,I,OTHER,1
10652,6E,O,OTHER,1
10653,6C,I,OTHER,1
10654,3JK,I,KNIFE,1
10655,7A,I,OTHER,1
10656,3NF,I,FIREARM,1
10657,4B,O,KNIFE,1
10658,4E,O,HANDS,1
10659,5A,I,OTHER,1
10660,6J,O,OTHER,1
10661,4F,O,OTHER,1
10662,6G,I,OTHER,1
10663,4E,O,HANDS,1
10664,6D,O,OTHER,1
10665,5A,I,OTHER,1
10666,6D,O,OTHER,1
10667,6J,I,OTHER,1
10668,4E,O,HANDS,1
10669,6E,I,OTHER,1
10670,5D,I,OTHER,1
10671,5A,I,OTHER,1
10672,4E,O,HANDS,1
10673,6E,O,OTHER,1
10674,6E,O,OTHER,1
10675,3B,O,OTHER,1
10676,6E,O,OTHER,1
10677,6E,O,OTHER,1
10678,4B,O,KNIFE,1
10679,4E,O,HANDS,1
10680,5A,I,OTHER,1
10681,6C,I,OTHER,1
10682,6C,I,OTHER,1
10683,4E,O,HANDS,1
10684,4E,I,HANDS,1
10685,9S,O,FIREARM,1
10686,9S,O,FIREARM,1
10687,6D,O,OTHER,1
10688,7A,O,OTHER,1
10689,6J,O,OTHER,1
10690,4E,I,HANDS,1
10691,6G,I,OTHER,1
10692,6C,I,OTHER,1
10693,6D,O,OTHER,1
10694,6D,O,OTHER,1
10695,4B,O,KNIFE,1
10696,4E,I,HANDS,1
10697,4E,I,HANDS,1
10698,6C,I,OTHER,1
10699,4D,O,HANDS,1
10700,6D,O,OTHER,1
10701,3CF,I,FIREARM,1
10702,3CF,I,FIREARM,1
10703,4A,I,FIREARM,1
10704,3D,I,OTHER,1
10705,7A,O,OTHER,1
10706,4B,I,KNIFE,1
10707,3B,O,OTHER,1
10708,6D,O,OTHER,1
10709,4D,I,HANDS,1
10710,3AF,O,FIREARM,1
10711,9S,O,FIREARM,1
10712,4B,I,KNIFE,1
10713,4B,I,KNIFE,1
10714,7A,O,OTHER,1
10715,6E,O,OTHER,1
10716,6D,O,OTHER,1
10717,4E,O,HANDS,1
10718,3AF,I,FIREARM,1
10719,6J,O,OTHER,1
10720,6D,O,OTHER,1
10721,7A,O,OTHER,1
10722,6E,O,OTHER,1
10723,7A,O,OTHER,1
10724,4E,I,HANDS,1
10725,6C,I,OTHER,1
10726,6E,O,OTHER,1
10727,6D,O,OTHER,1
10728,5C,I,OTHER,1
10729,8H,O,OTHER,1
10730,4E,I,HANDS,1
10731,4E,O,HANDS,1
10732,6D,O,OTHER,1
10733,4C,I,OTHER,1
10734,4E,I,HANDS,1
10735,4C,I,OTHER,1
10736,5A,I,OTHER,1
10737,6J,I,OTHER,1
10738,4E,I,HANDS,1
10739,7A,O,OTHER,1
10740,7A,O,OTHER,1
10741,7A,O,OTHER,1
10742,4E,I,HANDS,1
10743,7A,O,OTHER,1
10744,6D,O,OTHER,1
10745,6J,O,OTHER,1
10746,4A,O,FIREARM,1
10747,4E,O,HANDS,1
10748,7A,O,OTHER,1
10749,4E,I,HANDS,1
10750,9S,O,FIREARM,1
10751,5D,I,OTHER,1
10752,7A,O,OTHER,1
10753,4E,I,HANDS,1
10754,3B,O,OTHER,1
10755,4E,O,HANDS,1
10756,3B,O,OTHER,1
10757,5D,I,OTHER,1
10758,6D,O,OTHER,1
10759,5D,I,OTHER,1
10760,6D,O,OTHER,1
10761,1F,O,FIREARM,1
10762,7A,O,OTHER,1
10763,4E,O,HANDS,1
10764,4E,I,HANDS,1
10765,5A,I,OTHER,1
10766,7A,I,OTHER,1
10767,7A,O,OTHER,1
10768,5A,I,OTHER,1
10769,6J,I,OTHER,1
10770,6C,I,OTHER,1
10771,4E,O,HANDS,1
10772,3D,I,OTHER,1
10773,6D,O,OTHER,1
10774,6J,O,OTHER,1
10775,5A,I,OTHER,1
10776,3K,I,OTHER,1
10777,5A,I,OTHER,1
10778,5F,I,OTHER,1
10779,3K,I,OTHER,1
10780,6C,I,OTHER,1
10781,6D,O,OTHER,1
10782,4E,O,HANDS,1
10783,4E,I,HANDS,1
10784,7A,O,OTHER,1
10785,5A,I,OTHER,1
10786,6J,O,OTHER,1
10787,6C,I,OTHER,1
10788,6C,I,OTHER,1
10789,6C,I,OTHER,1
10790,4E,O,HANDS,1
10791,5A,I,OTHER,1
10792,6D,O,OTHER,1
10793,6J,I,OTHER,1
10794,4D,I,HANDS,1
10795,7A,O,OTHER,1
10796,4E,I,HANDS,1
10797,6D,O,OTHER,1
10798,6D,O,OTHER,1
10799,6G,I,OTHER,1
10800,3CF,I,FIREARM,1
10801,7A,O,OTHER,1
10802,5C,I,OTHER,1
10803,5D,I,OTHER,1
10804,6D,O,OTHER,1
10805,4C,I,OTHER,1
10806,6C,I,OTHER,1
10807,4E,I,HANDS,1
10808,6D,O,OTHER,1
10809,6G,I,OTHER,1
10810,4B,O,KNIFE,1
10811,6D,O,OTHER,1
10812,7A,O,OTHER,1
10813,7A,O,OTHER,1
10814,6D,O,OTHER,1
10815,4B,O,KNIFE,1
10816,4E,I,HANDS,1
10817,6C,I,OTHER,1
10818,4C,I,OTHER,1
10819,4A,I,FIREARM,1
10820,3AJF,O,FIREARM,1
10821,4E,I,HANDS,1
10822,4E,I,HANDS,1
10823,7A,O,OTHER,1
10824,5D,I,OTHER,1
10825,5A,O,OTHER,1
10826,6D,O,OTHER,1
10827,6C,I,OTHER,1
10828,4E,I,HANDS,1
10829,3D,I,OTHER,1
10830,3AK,O,KNIFE,1
10831,4E,O,HANDS,1
10832,7A,O,OTHER,1
10833,4E,I,HANDS,1
10834,7A,O,OTHER,1
10835,4E,O,HANDS,1
10836,6C,,OTHER,1
10837,4A,O,FIREARM,1
10838,6C,I,OTHER,1
10839,6E,O,OTHER,1
10840,6D,O,OTHER,1
10841,5A,I,OTHER,1
10842,4E,I,HANDS,1
10843,2A,I,OTHER,1
10844,3AF,O,FIREARM,1
10845,6D,O,OTHER,1
10846,3AF,O,FIREARM,1
10847,4E,I,HANDS,1
10848,6G,I,OTHER,1
10849,6D,O,OTHER,1
10850,6D,O,OTHER,1
10851,7A,O,OTHER,1
10852,3JF,I,FIREARM,1
10853,7A,O,OTHER,1
10854,3B,O,OTHER,1
10855,4E,I,HANDS,1
10856,4E,I,HANDS,1
10857,3B,O,OTHER,1
10858,4E,O,HANDS,1
10859,3B,O,OTHER,1
10860,6E,O,OTHER,1
10861,4B,I,KNIFE,1
10862,7A,O,OTHER,1
10863,4E,I,HANDS,1
10864,4B,O,KNIFE,1
10865,5D,I,OTHER,1
10866,4D,O,HANDS,1
10867,6C,I,OTHER,1
10868,4D,I,HANDS,1
10869,5D,I,OTHER,1
10870,4E,O,HANDS,1
10871,3CK,I,KNIFE,1
10872,6J,O,OTHER,1
10873,4E,I,HANDS,1
10874,6G,I,OTHER,1
10875,6C,I,OTHER,1
10876,4B,I,KNIFE,1
10877,2A,O,OTHER,1
10878,5C,I,OTHER,1
10879,6D,O,OTHER,1
10880,5E,I,OTHER,1
10881,4C,O,OTHER,1
10882,5D,O,OTHER,1
10883,6G,O,OTHER,1
10884,4E,O,HANDS,1
10885,9S,O,FIREARM,1
10886,5D,I,OTHER,1
10887,7A,O,OTHER,1
10888,4E,I,HANDS,1
10889,4E,I,HANDS,1
10890,4C,I,OTHER,1
10891,3CO,I,OTHER,1
10892,4E,O,HANDS,1
10893,5D,I,OTHER,1
10894,4D,O,HANDS,1
10895,6D,O,OTHER,1
10896,6C,I,OTHER,1
10897,6E,O,OTHER,1
10898,6C,I,OTHER,1
10899,6D,O,OTHER,1
10900,6C,I,OTHER,1
10901,6C,I,OTHER,1
10902,4A,I,FIREARM,1
10903,6G,I,OTHER,1
10904,6C,I,OTHER,1
10905,2A,I,OTHER,1
10906,6B,O,OTHER,1
10907,5D,I,OTHER,1
10908,6D,O,OTHER,1
10909,6D,O,OTHER,1
10910,3B,O,OTHER,1
10911,4E,I,HANDS,1
10912,6E,O,OTHER,1
10913,4E,O,HANDS,1
10914,6G,O,OTHER,1
10915,6D,O,OTHER,1
10916,6D,O,OTHER,1
10917,5D,I,OTHER,1
10918,4C,I,OTHER,1
10919,4C,I,OTHER,1
10920,4C,I,OTHER,1
10921,6D,O,OTHER,1
10922,6G,I,OTHER,1
10923,7A,O,OTHER,1
10924,4E,I,HANDS,1
10925,7A,I,OTHER,1
10926,6D,O,OTHER,1
10927,6E,O,OTHER,1
10928,6C,I,OTHER,1
10929,6E,O,OTHER,1
10930,4E,O,HANDS,1
10931,6D,O,OTHER,1
10932,4C,O,OTHER,1
10933,3AO,O,OTHER,1
10934,6G,I,OTHER,1
10935,6G,I,OTHER,1
10936,6C,I,OTHER,1
10937,8H,O,OTHER,1
10938,6G,I,OTHER,1
10939,4C,I,OTHER,1
10940,3B,O,OTHER,1
10941,4D,O,HANDS,1
10942,4D,O,HANDS,1
10943,5A,I,OTHER,1
10944,5B,I,OTHER,1
10945,4E,O,HANDS,1
10946,7A,O,OTHER,1
10947,7A,O,OTHER,1
10948,4E,O,HANDS,1
10949,4B,O,KNIFE,1
10950,4E,I,HANDS,1
10951,4E,I,HANDS,1
10952,5A,I,OTHER,1
10953,6J,I,OTHER,1
10954,4D,I,HANDS,1
10955,5B,I,OTHER,1
10956,6B,O,OTHER,1
10957,5A,I,OTHER,1
10958,4E,O,HANDS,1
10959,4E,O,HANDS,1
10960,3CF,I,FIREARM,1
10961,3CF,I,FIREARM,1
10962,4A,O,FIREARM,1
10963,4A,O,FIREARM,1
10964,4C,I,OTHER,1
10965,9S,O,FIREARM,1
10966,9S,O,FIREARM,1
10967,4E,I,HANDS,1
10968,6G,I,OTHER,1
10969,6D,O,OTHER,1
10970,7A,O,OTHER,1
10971,6C,I,OTHER,1
10972,7A,O,OTHER,1
10973,4E,O,HANDS,1
10974,7A,O,OTHER,1
10975,5A,I,OTHER,1
10976,4C,O,OTHER,1
10977,4A,O,FIREARM,1
10978,4A,O,FIREARM,1
10979,4A,O,FIREARM,1
10980,3B,O,OTHER,1
10981,4A,O,FIREARM,1
10982,7A,O,OTHER,1
10983,4B,I,KNIFE,1
10984,4E,I,HANDS,1
10985,3B,O,OTHER,1
10986,5D,I,OTHER,1
10987,4D,O,HANDS,1
10988,3AF,I,FIREARM,1
10989,3AF,I,FIREARM,1
10990,7A,O,OTHER,1
10991,3K,I,OTHER,1
10992,5D,I,OTHER,1
10993,5D,I,OTHER,1
10994,4E,I,HANDS,1
10995,6B,O,OTHER,1
10996,7A,O,OTHER,1
10997,6J,I,OTHER,1
10998,7A,O,OTHER,1
10999,4E,I,HANDS,1
11000,7A,O,OTHER,1
11001,5A,I,OTHER,1
11002,6D,O,OTHER,1
11003,6D,O,OTHER,1
11004,5A,I,OTHER,1
11005,4B,I,KNIFE,1
11006,7A,O,OTHER,1
11007,6C,I,OTHER,1
11008,5B,I,OTHER,1
11009,6G,I,OTHER,1
11010,6C,I,OTHER,1
11011,6E,O,OTHER,1
11012,6J,I,OTHER,1
11013,3AF,O,FIREARM,1
11014,4E,I,HANDS,1
11015,6J,I,OTHER,1
11016,6C,I,OTHER,1
11017,4C,I,OTHER,1
11018,6G,I,OTHER,1
11019,3B,I,OTHER,1
11020,6D,O,OTHER,1
11021,6E,I,OTHER,1
11022,4E,I,HANDS,1
11023,4A,O,FIREARM,1
11024,4A,O,FIREARM,1
11025,5A,I,OTHER,1
11026,9S,O,FIREARM,1
11027,9S,O,FIREARM,1
11028,7A,O,OTHER,1
11029,6C,I,OTHER,1
11030,6D,O,OTHER,1
11031,5A,I,OTHER,1
11032,6C,I,OTHER,1
11033,6E,O,OTHER,1
